time,machine,cycle_id,product,recipe,recipe_ver,mold_id,shot_count,phase,event,t_upper,t_lower,force,position,force_unit
2026-06-01 09:51:00,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,soak,process.sample,339.3,335.7,0.0,2.07,N
2026-06-01 09:51:15,M-01,CYC-0054,,,,,0,press,process.sample,378.2,375.3,513.9,4.06,N
2026-06-01 09:51:30,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,anneal,process.sample,418.3,414.6,532.4,6.09,N
2026-06-01 09:51:45,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,cool,process.sample,460.1,458.4,505.9,8.05,N
2026-06-01 09:52:00,M-01,CYC-0054,LENS-A,RCP-A,3,MOLD-09,526,cool,cycle.completed,122.9,116.8,0.0,10.00,N
2026-06-01 09:52:30,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,preheat,cycle.started,179.2,177.1,0.0,0.00,N
2026-06-01 09:52:50,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,preheat,process.sample,299.4,295.0,0.0,-0.10,N
2026-06-01 09:53:05,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,soak,process.sample,342.5,339.6,0.0,2.06,N
2026-06-01 09:53:20,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,press,process.sample,381.8,376.4,520.3,3.98,N
2026-06-01 09:53:35,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,anneal,process.sample,419.1,416.4,520.0,6.07,N
2026-06-01 09:53:50,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,cool,process.sample,460.4,456.7,509.1,7.96,N
2026-06-01 09:54:05,M-01,CYC-0055,LENS-A,RCP-A,3,MOLD-09,528,cool,cycle.completed,122.9,119.7,0.0,10.00,N
